Store_ID,month,Dept,IsHoliday,Weekly_Sales,CPI,Unemployment
1,3,14,0,12738.78,211.215635,8.106
1,3,72,0,41069.55,211.215635,8.106
1,3,7,0,22711.59,211.215635,8.106
1,3,38,0,71165.72,211.215635,8.106
1,3,55,0,14590.87,211.215635,8.106
1,3,13,0,36807.21,211.215635,8.106
1,3,23,0,20132.03,211.215635,8.106
1,3,95,0,117716.13,211.215635,8.106
1,3,4,0,34118.11,211.215635,8.106
1,3,98,0,11323.78,211.215635,8.106
1,3,92,0,127434.37,211.215635,8.106
1,3,17,0,11097.8,211.215635,8.106
1,3,82,0,18348.98,211.215635,8.106
1,3,93,0,62781.44,211.215635,8.106
1,3,74,0,11792.55,211.215635,8.106
1,3,25,0,12213.5,211.215635,8.106
1,3,9,0,33367.99,211.215635,8.106
1,3,94,0,64718.53,211.215635,8.106
1,3,11,0,19738.42,211.215635,8.106
1,3,40,0,57384.35,211.215635,8.106
1,3,46,0,18317.46,211.215635,8.106
1,3,34,0,13394.0,211.215635,8.106
1,3,91,0,63250.87,211.215635,8.106
1,3,12,0,12917.55,211.215635,8.106
1,3,10,0,33731.81,211.215635,8.106
1,3,90,0,76760.92,211.215635,8.106
1,3,87,0,28002.01,211.215635,8.106
1,3,8,0,34188.52,211.215635,8.106
1,3,5,0,22632.57,211.215635,8.106
1,3,79,0,29223.39,211.0180424,8.106
1,3,4,0,33872.07,211.0180424,8.106
1,3,55,0,11836.92,211.0180424,8.106
1,3,3,0,10366.85,211.0180424,8.106
1,3,97,0,30294.48,211.0180424,8.106
1,3,91,0,55614.69,211.0180424,8.106
1,3,16,0,26679.52,211.0180424,8.106
1,3,25,0,13876.5,211.0180424,8.106
1,3,2,0,41892.55,211.0180424,8.106
1,3,23,0,19105.92,211.0180424,8.106
1,3,1,0,26229.21,211.0180424,8.106
1,3,94,0,59159.95,211.0180424,8.106
1,3,49,0,11310.4,211.0180424,8.106
1,3,13,0,35431.73,211.0180424,8.106
1,3,95,0,113117.35,211.0180424,8.106
1,3,81,0,29871.06,211.0180424,8.106
1,3,80,0,14385.66,211.0180424,8.106
1,3,14,0,12832.47,211.0180424,8.106
1,3,9,0,27897.97,211.0180424,8.106
1,3,7,0,16254.21,211.0180424,8.106
1,3,11,0,17592.13,211.0180424,8.106
1,3,74,0,10604.88,211.0180424,8.106
1,3,98,0,10063.69,211.0180424,8.106
1,3,46,0,16803.77,211.0180424,8.106
1,3,5,0,38971.89,211.0180424,8.106
1,3,12,0,11865.53,211.0180424,8.106
1,3,72,0,40796.33,211.0180424,8.106
1,3,93,0,55082.4,211.0180424,8.106
1,3,40,0,57837.28,211.0180424,8.106
1,3,38,0,95855.41,211.0180424,8.106
1,3,10,0,31406.96,211.0180424,8.106
1,3,82,0,16479.16,211.0180424,8.106
1,3,92,0,116688.75,211.0180424,8.106
1,3,87,0,23926.34,211.0180424,8.106
1,3,90,0,71666.24,211.0180424,8.106
1,4,2,0,47450.5,210.8204499,7.808
1,4,55,0,13435.38,210.8204499,7.808
1,4,3,0,11157.08,210.8204499,7.808
1,4,7,0,22427.62,210.8204499,7.808
1,4,49,0,12755.33,210.8204499,7.808
1,4,79,0,40910.94,210.8204499,7.808
1,4,72,0,50079.67,210.8204499,7.808
1,4,13,0,38104.53,210.8204499,7.808
1,4,9,0,25435.02,210.8204499,7.808
1,4,16,0,46060.69,210.8204499,7.808
1,4,4,0,37809.49,210.8204499,7.808
1,4,80,0,14810.01,210.8204499,7.808
1,4,87,0,32893.64,210.8204499,7.808
1,4,74,0,10625.15,210.8204499,7.808
1,4,95,0,111466.37,210.8204499,7.808
1,4,18,0,17916.41,210.8204499,7.808
1,4,1,0,57258.43,210.8204499,7.808
1,4,56,0,13928.36,210.8204499,7.808
1,4,25,0,14964.5,210.8204499,7.808
1,4,12,0,12033.5,210.8204499,7.808
1,4,34,0,10282.66,210.8204499,7.808
1,4,97,0,30149.2,210.8204499,7.808
1,4,11,0,21762.46,210.8204499,7.808
1,4,93,0,63245.0,210.8204499,7.808
1,4,23,0,18666.57,210.8204499,7.808
1,4,14,0,14333.75,210.8204499,7.808
1,4,40,0,62278.04,210.8204499,7.808
1,4,92,0,126907.41,210.8204499,7.808
1,4,5,0,29967.92,210.8204499,7.808
1,4,91,0,57845.36,210.8204499,7.808
1,4,38,0,101566.87,210.8204499,7.808
1,4,8,0,38151.58,210.8204499,7.808
1,4,90,0,77280.42,210.8204499,7.808
1,4,94,0,66172.11,210.8204499,7.808
1,4,81,0,29649.34,210.8204499,7.808
1,4,10,0,31794.04,210.8204499,7.808
1,4,98,0,14740.14,210.8204499,7.808
1,4,46,0,19053.49,210.8204499,7.808
1,4,82,0,17695.89,210.8204499,7.808
1,4,79,0,37815.5,210.6228574,7.808
1,4,3,0,10179.29,210.6228574,7.808
1,4,16,0,52976.67,210.6228574,7.808
1,4,34,0,13863.66,210.6228574,7.808
1,4,74,0,10895.18,210.6228574,7.808
1,4,1,0,42960.91,210.6228574,7.808
1,4,9,0,26113.67,210.6228574,7.808
1,4,13,0,37638.44,210.6228574,7.808
1,4,92,0,129466.97,210.6228574,7.808
1,4,5,0,18516.45,210.6228574,7.808
1,4,38,0,98689.46,210.6228574,7.808
1,4,95,0,116770.82,210.6228574,7.808
1,4,2,0,46549.73,210.6228574,7.808
1,4,93,0,66795.56,210.6228574,7.808
1,4,14,0,12874.07,210.6228574,7.808
1,4,40,0,59141.39,210.6228574,7.808
1,4,87,0,29922.64,210.6228574,7.808
1,4,97,0,32544.27,210.6228574,7.808
1,4,80,0,16418.64,210.6228574,7.808
1,4,23,0,21678.02,210.6228574,7.808
1,4,94,0,69441.1,210.6228574,7.808
1,4,7,0,20516.64,210.6228574,7.808
1,4,72,0,43346.92,210.6228574,7.808
1,4,12,0,10109.0,210.6228574,7.808
1,4,81,0,30023.4,210.6228574,7.808
1,4,8,0,34145.96,210.6228574,7.808
1,4,55,0,11185.09,210.6228574,7.808
1,4,98,0,12217.58,210.6228574,7.808
1,4,25,0,12906.0,210.6228574,7.808
1,4,10,0,32486.28,210.6228574,7.808
1,4,11,0,22186.81,210.6228574,7.808
1,4,4,0,36174.43,210.6228574,7.808
1,4,91,0,60177.2,210.6228574,7.808
1,4,82,0,17678.66,210.6228574,7.808
1,4,90,0,75592.52,210.6228574,7.808
1,4,46,0,17682.48,210.6228574,7.808
1,4,56,0,13987.13,210.6228574,7.808
1,4,97,0,33866.82,210.4887,7.808
1,4,25,0,12360.85,210.4887,7.808
1,4,2,0,45025.02,210.4887,7.808
1,4,87,0,31171.25,210.4887,7.808
1,4,16,0,59543.22,210.4887,7.808
1,4,13,0,36663.26,210.4887,7.808
1,4,5,0,11570.27,210.4887,7.808
1,4,23,0,19811.02,210.4887,7.808
1,4,14,0,12309.14,210.4887,7.808
1,4,34,0,13632.64,210.4887,7.808
1,4,92,0,128626.08,210.4887,7.808
1,4,7,0,19330.26,210.4887,7.808
1,4,93,0,67716.6,210.4887,7.808
1,4,95,0,126341.84,210.4887,7.808
1,4,98,0,10791.63,210.4887,7.808
1,4,40,0,58400.17,210.4887,7.808
1,4,9,0,28782.86,210.4887,7.808
1,4,12,0,11187.99,210.4887,7.808
1,4,81,0,28518.47,210.4887,7.808
1,4,56,0,16347.63,210.4887,7.808
1,4,38,0,77602.0,210.4887,7.808
1,4,79,0,32135.69,210.4887,7.808
1,4,82,0,16566.09,210.4887,7.808
1,4,8,0,32890.54,210.4887,7.808
1,4,94,0,67420.53,210.4887,7.808
1,4,72,0,38711.22,210.4887,7.808
1,4,1,0,17596.96,210.4887,7.808
1,4,11,0,19991.95,210.4887,7.808
1,4,4,0,34740.19,210.4887,7.808
1,4,90,0,73155.28,210.4887,7.808
1,4,91,0,63631.89,210.4887,7.808
1,4,10,0,32134.61,210.4887,7.808
1,4,46,0,17394.72,210.4887,7.808
1,4,80,0,15583.62,210.4887,7.808
1,4,25,0,11295.45,210.4391228,7.808
1,4,49,0,12738.26,210.4391228,7.808
1,4,72,0,42222.53,210.4391228,7.808
1,4,95,0,110204.77,210.4391228,7.808
1,4,14,0,12749.37,210.4391228,7.808
1,4,34,0,12504.5,210.4391228,7.808
1,4,13,0,36058.1,210.4391228,7.808
1,4,2,0,44418.11,210.4391228,7.808
1,4,23,0,19377.76,210.4391228,7.808
1,4,98,0,10156.01,210.4391228,7.808
1,4,97,0,29464.0,210.4391228,7.808
1,4,7,0,18534.4,210.4391228,7.808
1,4,11,0,17349.9,210.4391228,7.808
1,4,87,0,30756.13,210.4391228,7.808
1,4,16,0,51604.72,210.4391228,7.808
1,4,94,0,60764.62,210.4391228,7.808
1,4,40,0,58623.36,210.4391228,7.808
1,4,12,0,11556.42,210.4391228,7.808
1,4,1,0,16145.35,210.4391228,7.808
1,4,93,0,55781.92,210.4391228,7.808
1,4,55,0,11082.83,210.4391228,7.808
1,4,82,0,16204.99,210.4391228,7.808
1,4,46,0,17825.26,210.4391228,7.808
1,4,9,0,24664.06,210.4391228,7.808
1,4,92,0,111703.46,210.4391228,7.808
1,4,5,0,24763.98,210.4391228,7.808
1,4,91,0,56051.87,210.4391228,7.808
1,4,79,0,28230.72,210.4391228,7.808
1,4,8,0,32946.13,210.4391228,7.808
1,4,81,0,27455.91,210.4391228,7.808
1,4,10,0,29091.15,210.4391228,7.808
1,4,4,0,33806.71,210.4391228,7.808
1,4,56,0,13262.63,210.4391228,7.808
1,4,90,0,68521.99,210.4391228,7.808
1,4,38,0,87205.88,210.4391228,7.808
1,4,80,0,14283.64,210.4391228,7.808
1,4,16,0,48858.08,210.3895456,7.808
1,4,1,0,16555.11,210.3895456,7.808
1,4,13,0,36717.2,210.3895456,7.808
1,4,9,0,24035.42,210.3895456,7.808
1,4,95,0,107648.14,210.3895456,7.808
1,4,25,0,11435.6,210.3895456,7.808
1,4,14,0,12172.32,210.3895456,7.808
1,4,87,0,31240.73,210.3895456,7.808
1,4,79,0,30450.45,210.3895456,7.808
1,4,23,0,18274.46,210.3895456,7.808
1,4,2,0,45971.3,210.3895456,7.808
1,4,55,0,11439.61,210.3895456,7.808
1,4,94,0,60744.62,210.3895456,7.808
1,4,72,0,38131.53,210.3895456,7.808
1,4,12,0,10651.84,210.3895456,7.808
1,4,34,0,10679.49,210.3895456,7.808
1,4,74,0,10712.5,210.3895456,7.808
1,4,8,0,34168.23,210.3895456,7.808
1,4,40,0,57805.71,210.3895456,7.808
1,4,7,0,22723.48,210.3895456,7.808
1,4,11,0,20001.75,210.3895456,7.808
1,4,93,0,55901.42,210.3895456,7.808
1,4,38,0,127811.89,210.3895456,7.808
1,4,97,0,29095.46,210.3895456,7.808
1,4,56,0,10546.89,210.3895456,7.808
1,4,4,0,33437.8,210.3895456,7.808
1,4,92,0,109579.6,210.3895456,7.808
1,4,5,0,22006.41,210.3895456,7.808
1,4,91,0,55068.72,210.3895456,7.808
1,4,10,0,30666.59,210.3895456,7.808
1,4,80,0,13879.7,210.3895456,7.808
1,4,81,0,28836.25,210.3895456,7.808
1,4,90,0,67584.03,210.3895456,7.808
1,4,82,0,17115.38,210.3895456,7.808
1,4,46,0,18120.31,210.3895456,7.808
1,5,13,0,40113.4,210.3399684,7.808
1,5,1,0,17413.94,210.3399684,7.808
1,5,9,0,27588.34,210.3399684,7.808
1,5,14,0,14460.84,210.3399684,7.808
1,5,95,0,125592.28,210.3399684,7.808
1,5,16,0,52933.2,210.3399684,7.808
1,5,55,0,11062.66,210.3399684,7.808
1,5,94,0,67595.65,210.3399684,7.808
1,5,49,0,14878.8,210.3399684,7.808
1,5,93,0,70383.0,210.3399684,7.808
1,5,2,0,47903.01,210.3399684,7.808
1,5,10,0,32902.69,210.3399684,7.808
1,5,40,0,61099.85,210.3399684,7.808
1,5,87,0,41094.12,210.3399684,7.808
1,5,79,0,44039.92,210.3399684,7.808
1,5,23,0,22172.27,210.3399684,7.808
1,5,74,0,11805.33,210.3399684,7.808
1,5,4,0,37168.34,210.3399684,7.808
1,5,46,0,19219.2,210.3399684,7.808
1,5,90,0,76733.25,210.3399684,7.808
1,5,81,0,31614.83,210.3399684,7.808
1,5,34,0,15135.17,210.3399684,7.808
1,5,97,0,34449.36,210.3399684,7.808
1,5,67,0,17902.17,210.3399684,7.808
1,5,56,0,11085.84,210.3399684,7.808
1,5,8,0,35393.78,210.3399684,7.808
1,5,80,0,15356.54,210.3399684,7.808
1,5,5,0,19260.44,210.3399684,7.808
1,5,25,0,11446.25,210.3399684,7.808
1,5,72,0,39104.1,210.3399684,7.808
1,5,7,0,20457.62,210.3399684,7.808
1,5,11,0,28928.31,210.3399684,7.808
1,5,38,0,107634.21,210.3399684,7.808
1,5,92,0,132217.62,210.3399684,7.808
1,5,12,0,12761.39,210.3399684,7.808
1,5,98,0,10972.91,210.3399684,7.808
1,5,82,0,17893.1,210.3399684,7.808
1,5,91,0,66019.35,210.3399684,7.808
1,5,94,0,78903.78,210.3374261,7.808
1,5,95,0,120247.9,210.3374261,7.808
1,5,23,0,19986.37,210.3374261,7.808
1,5,81,0,29631.17,210.3374261,7.808
1,5,49,0,12803.67,210.3374261,7.808
1,5,2,0,43675.61,210.3374261,7.808
1,5,40,0,54394.6,210.3374261,7.808
1,5,72,0,35355.34,210.3374261,7.808
1,5,1,0,18926.74,210.3374261,7.808
1,5,13,0,36499.93,210.3374261,7.808
1,5,46,0,18294.5,210.3374261,7.808
1,5,8,0,33131.69,210.3374261,7.808
1,5,87,0,34298.89,210.3374261,7.808
1,5,11,0,23301.17,210.3374261,7.808
1,5,74,0,10565.14,210.3374261,7.808
1,5,93,0,68273.13,210.3374261,7.808
1,5,90,0,73925.66,210.3374261,7.808
1,5,5,0,16891.66,210.3374261,7.808
1,5,16,0,44148.02,210.3374261,7.808
1,5,14,0,14678.22,210.3374261,7.808
1,5,38,0,91179.51,210.3374261,7.808
1,5,97,0,33943.35,210.3374261,7.808
1,5,17,0,10266.86,210.3374261,7.808
1,5,82,0,17814.39,210.3374261,7.808
1,5,7,0,18771.35,210.3374261,7.808
1,5,92,0,126004.12,210.3374261,7.808
1,5,80,0,14806.08,210.3374261,7.808
1,5,79,0,30719.18,210.3374261,7.808
1,5,91,0,64325.26,210.3374261,7.808
1,5,4,0,33657.7,210.3374261,7.808
1,5,25,0,11247.0,210.3374261,7.808
1,5,67,0,18715.88,210.3374261,7.808
1,5,32,0,16167.09,210.3374261,7.808
1,5,9,0,25385.09,210.3374261,7.808
1,5,10,0,26568.32,210.3374261,7.808
1,5,98,0,12519.08,210.3374261,7.808
1,5,34,0,13934.33,210.3374261,7.808
1,5,23,0,20697.6,210.6170934,7.808
1,5,55,0,12395.06,210.6170934,7.808
1,5,81,0,28081.1,210.6170934,7.808
1,5,1,0,14773.04,210.6170934,7.808
1,5,13,0,38569.83,210.6170934,7.808
1,5,74,0,10848.88,210.6170934,7.808
1,5,2,0,44319.15,210.6170934,7.808
1,5,5,0,16157.17,210.6170934,7.808
1,5,8,0,34442.73,210.6170934,7.808
1,5,12,0,12235.62,210.6170934,7.808
1,5,49,0,10502.54,210.6170934,7.808
1,5,14,0,11480.15,210.6170934,7.808
1,5,91,0,59289.04,210.6170934,7.808
1,5,93,0,60163.57,210.6170934,7.808
1,5,82,0,17328.64,210.6170934,7.808
1,5,40,0,53707.85,210.6170934,7.808
1,5,9,0,27798.19,210.6170934,7.808
1,5,94,0,57772.04,210.6170934,7.808
1,5,38,0,80273.34,210.6170934,7.808
1,5,11,0,27266.41,210.6170934,7.808
1,5,4,0,35571.47,210.6170934,7.808
1,5,25,0,11805.5,210.6170934,7.808
1,5,72,0,30922.75,210.6170934,7.808
1,5,46,0,18845.98,210.6170934,7.808
1,5,16,0,38638.64,210.6170934,7.808
1,5,79,0,30190.72,210.6170934,7.808
1,5,97,0,31165.21,210.6170934,7.808
1,5,34,0,14001.84,210.6170934,7.808
1,5,7,0,28726.86,210.6170934,7.808
1,5,80,0,14381.02,210.6170934,7.808
1,5,98,0,10477.58,210.6170934,7.808
1,5,87,0,32975.76,210.6170934,7.808
1,5,95,0,120036.99,210.6170934,7.808
1,5,92,0,117117.65,210.6170934,7.808
1,5,10,0,26197.6,210.6170934,7.808
1,5,90,0,71026.5,210.6170934,7.808
1,5,5,0,15784.6,210.8967606,7.808
1,5,8,0,35046.1,210.8967606,7.808
1,5,82,0,17229.66,210.8967606,7.808
1,5,55,0,10256.27,210.8967606,7.808
1,5,7,0,36911.59,210.8967606,7.808
1,5,13,0,38347.52,210.8967606,7.808
1,5,93,0,60155.18,210.8967606,7.808
1,5,1,0,15580.43,210.8967606,7.808
1,5,14,0,12218.11,210.8967606,7.808
