index,Store_ID,Month,Dept,IsHoliday,Weekly_Sales,CPI,Unemployment
185,1,3,13,0,40423.95,211.3501429,8.106
186,1,3,40,0,67000.83,211.3501429,8.106
187,1,3,74,0,13824.33,211.3501429,8.106
188,1,3,9,0,24064.7,211.3501429,8.106
189,1,3,46,0,20565.45,211.3501429,8.106
190,1,3,12,0,10239.06,211.3501429,8.106
191,1,3,87,0,30800.98,211.3501429,8.106
192,1,3,55,0,16120.04,211.3501429,8.106
193,1,3,92,0,132945.44,211.3501429,8.106
194,1,3,94,0,59201.37,211.3501429,8.106
195,1,3,3,0,10123.45,211.3806429,8.106
196,1,3,25,0,10705.75,211.3806429,8.106
197,1,3,97,0,31197.12,211.3806429,8.106
198,1,3,4,0,32668.67,211.3806429,8.106
199,1,3,81,0,29272.13,211.3806429,8.106
200,1,3,2,0,43751.94,211.3806429,8.106
201,1,3,80,0,14708.62,211.3806429,8.106
202,1,3,7,0,21529.14,211.3806429,8.106
203,1,3,79,0,31669.24,211.3806429,8.106
204,1,3,1,0,21043.39,211.3806429,8.106
205,1,3,38,0,98175.35,211.3806429,8.106
206,1,3,5,0,21498.92,211.3806429,8.106
207,1,3,72,0,45046.81,211.3806429,8.106
208,1,3,16,0,23766.82,211.3806429,8.106
209,1,3,98,0,10819.46,211.3806429,8.106
210,1,3,95,0,112048.41,211.3806429,8.106
211,1,3,49,0,13267.5,211.3806429,8.106
212,1,3,82,0,18201.88,211.3806429,8.106
213,1,3,91,0,63668.62,211.3806429,8.106
214,1,3,55,0,14410.07,211.3806429,8.106
215,1,3,46,0,18114.67,211.3806429,8.106
216,1,3,17,0,12793.17,211.3806429,8.106
217,1,3,94,0,61326.35,211.3806429,8.106
218,1,3,14,0,15331.75,211.3806429,8.106
219,1,3,22,0,10372.48,211.3806429,8.106
220,1,3,11,0,17864.32,211.3806429,8.106
221,1,3,93,0,63593.12,211.3806429,8.106
222,1,3,23,0,17426.63,211.3806429,8.106
223,1,3,9,0,25605.58,211.3806429,8.106
224,1,3,10,0,28208.0,211.3806429,8.106
225,1,3,8,0,34342.64,211.3806429,8.106
226,1,3,13,0,35833.07,211.3806429,8.106
227,1,3,92,0,124418.65,211.3806429,8.106
228,1,3,87,0,18911.79,211.3806429,8.106
229,1,3,40,0,59799.42,211.3806429,8.106
230,1,3,74,0,12253.4,211.3806429,8.106
231,1,3,12,0,12386.15,211.3806429,8.106
232,1,3,34,0,11709.0,211.3806429,8.106
233,1,3,90,0,73943.62,211.3806429,8.106
234,1,3,2,0,43615.49,211.215635,8.106
235,1,3,16,0,41742.21,211.215635,8.106
236,1,3,81,0,30287.91,211.215635,8.106
237,1,3,56,0,11836.32,211.215635,8.106
238,1,3,79,0,32604.49,211.215635,8.106
239,1,3,97,0,31733.15,211.215635,8.106
240,1,3,80,0,15871.19,211.215635,8.106
241,1,3,49,0,11201.0,211.215635,8.106
242,1,3,1,0,22136.64,211.215635,8.106
243,1,3,14,0,12738.78,211.215635,8.106
244,1,3,72,0,41069.55,211.215635,8.106
245,1,3,7,0,22711.59,211.215635,8.106
246,1,3,38,0,71165.72,211.215635,8.106
247,1,3,55,0,14590.87,211.215635,8.106
248,1,3,13,0,36807.21,211.215635,8.106
249,1,3,23,0,20132.03,211.215635,8.106
250,1,3,95,0,117716.13,211.215635,8.106
251,1,3,4,0,34118.11,211.215635,8.106
252,1,3,98,0,11323.78,211.215635,8.106
253,1,3,92,0,127434.37,211.215635,8.106
254,1,3,17,0,11097.8,211.215635,8.106
255,1,3,82,0,18348.98,211.215635,8.106
256,1,3,93,0,62781.44,211.215635,8.106
257,1,3,74,0,11792.55,211.215635,8.106
258,1,3,25,0,12213.5,211.215635,8.106
259,1,3,9,0,33367.99,211.215635,8.106
260,1,3,94,0,64718.53,211.215635,8.106
261,1,3,11,0,19738.42,211.215635,8.106
262,1,3,40,0,57384.35,211.215635,8.106
263,1,3,46,0,18317.46,211.215635,8.106
264,1,3,34,0,13394.0,211.215635,8.106
265,1,3,91,0,63250.87,211.215635,8.106
266,1,3,12,0,12917.55,211.215635,8.106
267,1,3,10,0,33731.81,211.215635,8.106
268,1,3,90,0,76760.92,211.215635,8.106
269,1,3,87,0,28002.01,211.215635,8.106
270,1,3,8,0,34188.52,211.215635,8.106
271,1,3,5,0,22632.57,211.215635,8.106
272,1,3,79,0,29223.39,211.0180424,8.106
273,1,3,4,0,33872.07,211.0180424,8.106
274,1,3,55,0,11836.92,211.0180424,8.106
275,1,3,3,0,10366.85,211.0180424,8.106
276,1,3,97,0,30294.48,211.0180424,8.106
277,1,3,91,0,55614.69,211.0180424,8.106
278,1,3,16,0,26679.52,211.0180424,8.106
279,1,3,25,0,13876.5,211.0180424,8.106
280,1,3,2,0,41892.55,211.0180424,8.106
281,1,3,23,0,19105.92,211.0180424,8.106
282,1,3,1,0,26229.21,211.0180424,8.106
283,1,3,94,0,59159.95,211.0180424,8.106
284,1,3,49,0,11310.4,211.0180424,8.106
285,1,3,13,0,35431.73,211.0180424,8.106
286,1,3,95,0,113117.35,211.0180424,8.106
287,1,3,81,0,29871.06,211.0180424,8.106
288,1,3,80,0,14385.66,211.0180424,8.106
289,1,3,14,0,12832.47,211.0180424,8.106
290,1,3,9,0,27897.97,211.0180424,8.106
291,1,3,7,0,16254.21,211.0180424,8.106
292,1,3,11,0,17592.13,211.0180424,8.106
293,1,3,74,0,10604.88,211.0180424,8.106
294,1,3,98,0,10063.69,211.0180424,8.106
295,1,3,46,0,16803.77,211.0180424,8.106
296,1,3,5,0,38971.89,211.0180424,8.106
297,1,3,12,0,11865.53,211.0180424,8.106
298,1,3,72,0,40796.33,211.0180424,8.106
299,1,3,93,0,55082.4,211.0180424,8.106
300,1,3,40,0,57837.28,211.0180424,8.106
301,1,3,38,0,95855.41,211.0180424,8.106
302,1,3,10,0,31406.96,211.0180424,8.106
303,1,3,82,0,16479.16,211.0180424,8.106
304,1,3,92,0,116688.75,211.0180424,8.106
305,1,3,87,0,23926.34,211.0180424,8.106
306,1,3,90,0,71666.24,211.0180424,8.106
307,1,4,2,0,47450.5,210.8204499,7.808
308,1,4,55,0,13435.38,210.8204499,7.808
309,1,4,3,0,11157.08,210.8204499,7.808
310,1,4,7,0,22427.62,210.8204499,7.808
311,1,4,49,0,12755.33,210.8204499,7.808
312,1,4,79,0,40910.94,210.8204499,7.808
313,1,4,72,0,50079.67,210.8204499,7.808
314,1,4,13,0,38104.53,210.8204499,7.808
315,1,4,9,0,25435.02,210.8204499,7.808
316,1,4,16,0,46060.69,210.8204499,7.808
317,1,4,4,0,37809.49,210.8204499,7.808
318,1,4,80,0,14810.01,210.8204499,7.808
319,1,4,87,0,32893.64,210.8204499,7.808
320,1,4,74,0,10625.15,210.8204499,7.808
321,1,4,95,0,111466.37,210.8204499,7.808
322,1,4,18,0,17916.41,210.8204499,7.808
323,1,4,1,0,57258.43,210.8204499,7.808
324,1,4,56,0,13928.36,210.8204499,7.808
325,1,4,25,0,14964.5,210.8204499,7.808
326,1,4,12,0,12033.5,210.8204499,7.808
327,1,4,34,0,10282.66,210.8204499,7.808
328,1,4,97,0,30149.2,210.8204499,7.808
329,1,4,11,0,21762.46,210.8204499,7.808
330,1,4,93,0,63245.0,210.8204499,7.808
331,1,4,23,0,18666.57,210.8204499,7.808
332,1,4,14,0,14333.75,210.8204499,7.808
333,1,4,40,0,62278.04,210.8204499,7.808
334,1,4,92,0,126907.41,210.8204499,7.808
335,1,4,5,0,29967.92,210.8204499,7.808
336,1,4,91,0,57845.36,210.8204499,7.808
337,1,4,38,0,101566.87,210.8204499,7.808
338,1,4,8,0,38151.58,210.8204499,7.808
339,1,4,90,0,77280.42,210.8204499,7.808
340,1,4,94,0,66172.11,210.8204499,7.808
341,1,4,81,0,29649.34,210.8204499,7.808
342,1,4,10,0,31794.04,210.8204499,7.808
343,1,4,98,0,14740.14,210.8204499,7.808
344,1,4,46,0,19053.49,210.8204499,7.808
345,1,4,82,0,17695.89,210.8204499,7.808
346,1,4,79,0,37815.5,210.6228574,7.808
347,1,4,3,0,10179.29,210.6228574,7.808
348,1,4,16,0,52976.67,210.6228574,7.808
349,1,4,34,0,13863.66,210.6228574,7.808
350,1,4,74,0,10895.18,210.6228574,7.808
351,1,4,1,0,42960.91,210.6228574,7.808
352,1,4,9,0,26113.67,210.6228574,7.808
353,1,4,13,0,37638.44,210.6228574,7.808
354,1,4,92,0,129466.97,210.6228574,7.808
355,1,4,5,0,18516.45,210.6228574,7.808
356,1,4,38,0,98689.46,210.6228574,7.808
357,1,4,95,0,116770.82,210.6228574,7.808
358,1,4,2,0,46549.73,210.6228574,7.808
359,1,4,93,0,66795.56,210.6228574,7.808
360,1,4,14,0,12874.07,210.6228574,7.808
361,1,4,40,0,59141.39,210.6228574,7.808
362,1,4,87,0,29922.64,210.6228574,7.808
363,1,4,97,0,32544.27,210.6228574,7.808
364,1,4,80,0,16418.64,210.6228574,7.808
365,1,4,23,0,21678.02,210.6228574,7.808
366,1,4,94,0,69441.1,210.6228574,7.808
367,1,4,7,0,20516.64,210.6228574,7.808
368,1,4,72,0,43346.92,210.6228574,7.808
369,1,4,12,0,10109.0,210.6228574,7.808
370,1,4,81,0,30023.4,210.6228574,7.808
371,1,4,8,0,34145.96,210.6228574,7.808
372,1,4,55,0,11185.09,210.6228574,7.808
373,1,4,98,0,12217.58,210.6228574,7.808
374,1,4,25,0,12906.0,210.6228574,7.808
375,1,4,10,0,32486.28,210.6228574,7.808
376,1,4,11,0,22186.81,210.6228574,7.808
377,1,4,4,0,36174.43,210.6228574,7.808
378,1,4,91,0,60177.2,210.6228574,7.808
379,1,4,82,0,17678.66,210.6228574,7.808
380,1,4,90,0,75592.52,210.6228574,7.808
381,1,4,46,0,17682.48,210.6228574,7.808
382,1,4,56,0,13987.13,210.6228574,7.808
383,1,4,97,0,33866.82,210.4887,7.808
384,1,4,25,0,12360.85,210.4887,7.808
385,1,4,2,0,45025.02,210.4887,7.808
386,1,4,87,0,31171.25,210.4887,7.808
387,1,4,16,0,59543.22,210.4887,7.808
388,1,4,13,0,36663.26,210.4887,7.808
389,1,4,5,0,11570.27,210.4887,7.808
390,1,4,23,0,19811.02,210.4887,7.808
391,1,4,14,0,12309.14,210.4887,7.808
392,1,4,34,0,13632.64,210.4887,7.808
393,1,4,92,0,128626.08,210.4887,7.808
394,1,4,7,0,19330.26,210.4887,7.808
395,1,4,93,0,67716.6,210.4887,7.808
396,1,4,95,0,126341.84,210.4887,7.808
397,1,4,98,0,10791.63,210.4887,7.808
398,1,4,40,0,58400.17,210.4887,7.808
399,1,4,9,0,28782.86,210.4887,7.808
400,1,4,12,0,11187.99,210.4887,7.808
401,1,4,81,0,28518.47,210.4887,7.808
402,1,4,56,0,16347.63,210.4887,7.808
403,1,4,38,0,77602.0,210.4887,7.808
404,1,4,79,0,32135.69,210.4887,7.808
405,1,4,82,0,16566.09,210.4887,7.808
406,1,4,8,0,32890.54,210.4887,7.808
407,1,4,94,0,67420.53,210.4887,7.808
408,1,4,72,0,38711.22,210.4887,7.808
409,1,4,1,0,17596.96,210.4887,7.808
410,1,4,11,0,19991.95,210.4887,7.808
411,1,4,4,0,34740.19,210.4887,7.808
412,1,4,90,0,73155.28,210.4887,7.808
413,1,4,91,0,63631.89,210.4887,7.808
414,1,4,10,0,32134.61,210.4887,7.808
415,1,4,46,0,17394.72,210.4887,7.808
416,1,4,80,0,15583.62,210.4887,7.808
417,1,4,25,0,11295.45,210.4391228,7.808
418,1,4,49,0,12738.26,210.4391228,7.808
419,1,4,72,0,42222.53,210.4391228,7.808
420,1,4,95,0,110204.77,210.4391228,7.808
421,1,4,14,0,12749.37,210.4391228,7.808
422,1,4,34,0,12504.5,210.4391228,7.808
423,1,4,13,0,36058.1,210.4391228,7.808
424,1,4,2,0,44418.11,210.4391228,7.808
425,1,4,23,0,19377.76,210.4391228,7.808
426,1,4,98,0,10156.01,210.4391228,7.808
427,1,4,97,0,29464.0,210.4391228,7.808
428,1,4,7,0,18534.4,210.4391228,7.808
429,1,4,11,0,17349.9,210.4391228,7.808
430,1,4,87,0,30756.13,210.4391228,7.808
431,1,4,16,0,51604.72,210.4391228,7.808
432,1,4,94,0,60764.62,210.4391228,7.808
433,1,4,40,0,58623.36,210.4391228,7.808
434,1,4,12,0,11556.42,210.4391228,7.808
435,1,4,1,0,16145.35,210.4391228,7.808
436,1,4,93,0,55781.92,210.4391228,7.808
437,1,4,55,0,11082.83,210.4391228,7.808
438,1,4,82,0,16204.99,210.4391228,7.808
439,1,4,46,0,17825.26,210.4391228,7.808
440,1,4,9,0,24664.06,210.4391228,7.808
441,1,4,92,0,111703.46,210.4391228,7.808
442,1,4,5,0,24763.98,210.4391228,7.808
443,1,4,91,0,56051.87,210.4391228,7.808
444,1,4,79,0,28230.72,210.4391228,7.808
445,1,4,8,0,32946.13,210.4391228,7.808
446,1,4,81,0,27455.91,210.4391228,7.808
447,1,4,10,0,29091.15,210.4391228,7.808
448,1,4,4,0,33806.71,210.4391228,7.808
449,1,4,56,0,13262.63,210.4391228,7.808
450,1,4,90,0,68521.99,210.4391228,7.808
451,1,4,38,0,87205.88,210.4391228,7.808
452,1,4,80,0,14283.64,210.4391228,7.808
453,1,4,16,0,48858.08,210.3895456,7.808
454,1,4,1,0,16555.11,210.3895456,7.808
455,1,4,13,0,36717.2,210.3895456,7.808
456,1,4,9,0,24035.42,210.3895456,7.808
457,1,4,95,0,107648.14,210.3895456,7.808
458,1,4,25,0,11435.6,210.3895456,7.808
459,1,4,14,0,12172.32,210.3895456,7.808
460,1,4,87,0,31240.73,210.3895456,7.808
461,1,4,79,0,30450.45,210.3895456,7.808
462,1,4,23,0,18274.46,210.3895456,7.808
463,1,4,2,0,45971.3,210.3895456,7.808
464,1,4,55,0,11439.61,210.3895456,7.808
465,1,4,94,0,60744.62,210.3895456,7.808
466,1,4,72,0,38131.53,210.3895456,7.808
467,1,4,12,0,10651.84,210.3895456,7.808
468,1,4,34,0,10679.49,210.3895456,7.808
469,1,4,74,0,10712.5,210.3895456,7.808
470,1,4,8,0,34168.23,210.3895456,7.808
471,1,4,40,0,57805.71,210.3895456,7.808
472,1,4,7,0,22723.48,210.3895456,7.808
473,1,4,11,0,20001.75,210.3895456,7.808
474,1,4,93,0,55901.42,210.3895456,7.808
475,1,4,38,0,127811.89,210.3895456,7.808
476,1,4,97,0,29095.46,210.3895456,7.808
477,1,4,56,0,10546.89,210.3895456,7.808
478,1,4,4,0,33437.8,210.3895456,7.808
479,1,4,92,0,109579.6,210.3895456,7.808
480,1,4,5,0,22006.41,210.3895456,7.808
481,1,4,91,0,55068.72,210.3895456,7.808
482,1,4,10,0,30666.59,210.3895456,7.808
483,1,4,80,0,13879.7,210.3895456,7.808
484,1,4,81,0,28836.25,210.3895456,7.808
485,1,4,90,0,67584.03,210.3895456,7.808
486,1,4,82,0,17115.38,210.3895456,7.808
487,1,4,46,0,18120.31,210.3895456,7.808
488,1,5,13,0,40113.4,210.3399684,7.808
489,1,5,1,0,17413.94,210.3399684,7.808
490,1,5,9,0,27588.34,210.3399684,7.808
491,1,5,14,0,14460.84,210.3399684,7.808
492,1,5,95,0,125592.28,210.3399684,7.808
493,1,5,16,0,52933.2,210.3399684,7.808
494,1,5,55,0,11062.66,210.3399684,7.808
495,1,5,94,0,67595.65,210.3399684,7.808
496,1,5,49,0,14878.8,210.3399684,7.808
497,1,5,93,0,70383.0,210.3399684,7.808
498,1,5,2,0,47903.01,210.3399684,7.808
499,1,5,10,0,32902.69,210.3399684,7.808
500,1,5,40,0,61099.85,210.3399684,7.808
501,1,5,87,0,41094.12,210.3399684,7.808
502,1,5,79,0,44039.92,210.3399684,7.808
503,1,5,23,0,22172.27,210.3399684,7.808
504,1,5,74,0,11805.33,210.3399684,7.808
505,1,5,4,0,37168.34,210.3399684,7.808
506,1,5,46,0,19219.2,210.3399684,7.808
507,1,5,90,0,76733.25,210.3399684,7.808
508,1,5,81,0,31614.83,210.3399684,7.808
509,1,5,34,0,15135.17,210.3399684,7.808
510,1,5,97,0,34449.36,210.3399684,7.808
511,1,5,67,0,17902.17,210.3399684,7.808
512,1,5,56,0,11085.84,210.3399684,7.808
513,1,5,8,0,35393.78,210.3399684,7.808
514,1,5,80,0,15356.54,210.3399684,7.808
515,1,5,5,0,19260.44,210.3399684,7.808
516,1,5,25,0,11446.25,210.3399684,7.808
517,1,5,72,0,39104.1,210.3399684,7.808
518,1,5,7,0,20457.62,210.3399684,7.808
519,1,5,11,0,28928.31,210.3399684,7.808
520,1,5,38,0,107634.21,210.3399684,7.808
521,1,5,92,0,132217.62,210.3399684,7.808
522,1,5,12,0,12761.39,210.3399684,7.808
523,1,5,98,0,10972.91,210.3399684,7.808
524,1,5,82,0,17893.1,210.3399684,7.808
525,1,5,91,0,66019.35,210.3399684,7.808
526,1,5,94,0,78903.78,210.3374261,7.808
527,1,5,95,0,120247.9,210.3374261,7.808
528,1,5,23,0,19986.37,210.3374261,7.808
529,1,5,81,0,29631.17,210.3374261,7.808
530,1,5,49,0,12803.67,210.3374261,7.808
531,1,5,2,0,43675.61,210.3374261,7.808
532,1,5,40,0,54394.6,210.3374261,7.808
533,1,5,72,0,35355.34,210.3374261,7.808
534,1,5,1,0,18926.74,210.3374261,7.808
535,1,5,13,0,36499.93,210.3374261,7.808
536,1,5,46,0,18294.5,210.3374261,7.808
537,1,5,8,0,33131.69,210.3374261,7.808
538,1,5,87,0,34298.89,210.3374261,7.808
539,1,5,11,0,23301.17,210.3374261,7.808
540,1,5,74,0,10565.14,210.3374261,7.808
541,1,5,93,0,68273.13,210.3374261,7.808
542,1,5,90,0,73925.66,210.3374261,7.808
543,1,5,5,0,16891.66,210.3374261,7.808
544,1,5,16,0,44148.02,210.3374261,7.808
545,1,5,14,0,14678.22,210.3374261,7.808
546,1,5,38,0,91179.51,210.3374261,7.808
547,1,5,97,0,33943.35,210.3374261,7.808
548,1,5,17,0,10266.86,210.3374261,7.808
549,1,5,82,0,17814.39,210.3374261,7.808
550,1,5,7,0,18771.35,210.3374261,7.808
551,1,5,92,0,126004.12,210.3374261,7.808
552,1,5,80,0,14806.08,210.3374261,7.808
553,1,5,79,0,30719.18,210.3374261,7.808
554,1,5,91,0,64325.26,210.3374261,7.808
555,1,5,4,0,33657.7,210.3374261,7.808
556,1,5,25,0,11247.0,210.3374261,7.808
557,1,5,67,0,18715.88,210.3374261,7.808
558,1,5,32,0,16167.09,210.3374261,7.808
